,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
24,fpss-outp-fps3,../inputs/case118.graphml,118,179,11,1,509,240,1,56.0,56,0.0,Optimal,1,9592,5,231,2
25,fpss-outp,../inputs/case89pegase.graphml,89,206,43,14,239,134,1,13.0,13,0.0,Optimal,1,4506,5,166,1
26,fpss-outp-fps1-fps2,../inputs/case9.graphml,9,9,4,3,19,14,3,2.0,2,0.0,Optimal,1,600,3,16,0
27,fpss-outp-fps1-fps2-fps3,../inputs/case_ieee30.graphml,30,41,7,0,137,75,4,23.0,23,0.0,Optimal,1,1000,2,27,0
28,fpss-outp-fps1-fps2-fps3,../inputs/case1888rte.graphml,1888,2308,681,5,5191,3716,4,393.0,393,0.0,Optimal,675,1082660,15,11576,5
29,fpss-outp-fps3,../inputs/case_Texas.graphml,2000,2667,376,6,4231,2542,4,444.0,444,0.0,Optimal,2161,6725363,17,12185,21
30,fpss-outp-fps2,../inputs/case9241pegase.graphml,9241,14207,2902,8,21161,12752,3,2011.0,2011,0.0,Optimal,2261,10585752,25,293289,194
31,fpss-outp-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,23,27516,22877,4,2722.0,2722,0.0,Optimal,1,1593658,16,253870,100
32,fpss-outp-fps2-fps3,../inputs/case5.graphml,5,6,0,1,17,10,2,3.0,3,0.0,Optimal,1,490,2,3,0
33,fpss-outp,../inputs/case2746wp.graphml,2746,3274,704,4,5839,3638,4,690.0,690,0.0,Optimal,2951,3197394,17,19203,71
34,fpss-outp-fps2,../inputs/case2848rte.graphml,2848,3442,1023,10,6290,4141,0,585.0,585,0.0,Optimal,1,236481,15,26478,37
35,fpss-outp-fps1-fps3,../inputs/case89pegase.graphml,89,206,43,0,621,257,0,47.0,47,0.0,Optimal,1,4368,3,176,0
36,fpss-outp-fps2,../inputs/case1951rte.graphml,1951,2375,651,0,8852,4743,0,1332.0,1332,0.0,Optimal,1949,875229,44,48999,252
37,fpss-outp-fps2,../inputs/case145.graphml,145,422,71,10,805,514,2,18.0,18,0.0,Optimal,312,142899,14,1197,29
38,fpss-outp-fps2-fps3,../inputs/case6495rte.graphml,6495,8084,2344,2,23667,12347,1,1917.0,1919,0.0010422094841063053,Timeout,178883,900420000,40,286093,198
39,fpss-outp-fps1-fps2,../inputs/case2869pegase.graphml,2869,3968,869,2,10723,5580,1,902.0000000000001,904,0.0022123893805308477,Timeout,396313,900354537,40,55968,55
40,fpss-outp-fps2-fps3,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,936,2,98.0,98,0.0,Optimal,4525,964431,13,2966,2
41,fpss-outp-fps1-fps2,../inputs/case30.graphml,30,41,7,7,51,44,0,6.0,6,0.0,Optimal,1,2373,3,35,0
42,fpss-outp-fps2,../inputs/case2868rte.graphml,2868,3471,983,2,10245,5038,4,882.0,882,0.0,Optimal,1730,5073735,28,59232,82
43,fpss-outp-fps1-fps2-fps3,../inputs/case_Texas.graphml,2000,2667,376,11,3819,2958,2,412.0,412,0.0,Optimal,35,1359895,10,5734,4
44,fpss-outp,../inputs/case24_ieee_rts.graphml,24,34,4,5,37,28,1,6.0,6,0.0,Optimal,1,766,3,25,0
45,fpss-outp-fps1,../inputs/case3120sp.graphml,3120,3684,798,2,8951,5321,1,881.0,881,0.0,Optimal,1864,7816570,27,38277,23
46,fpss-outp-fps2,../inputs/case_Texas.graphml,2000,2667,376,4,4799,2557,1,490.0,490,0.0,Optimal,41087,76165318,19,17336,40
47,fpss-outp-fps2-fps3,../inputs/case3012wp.graphml,3012,3566,726,5,5665,3860,0,758.0,758,0.0,Optimal,1,512794,14,12453,65
48,fpss-outp-fps2-fps3,../inputs/case2869pegase.graphml,2869,3968,869,2,10723,5380,2,903.0,904,0.0011061946902654867,Timeout,453542,900416024,41,55419,137
49,fpss-outp-fps1-fps2,../inputs/case6515rte.graphml,6515,8104,2344,4,18880,12041,0,1432.0,1432,0.0,Optimal,1721,20825703,27,246226,47
50,fpss-outp-fps3,../inputs/case_iceland118.graphml,189,203,110,2,697,368,4,52.0,52,0.0,Optimal,1,19154,7,536,6
51,fpss-outp-fps1-fps2-fps3,../inputs/case_ieee30.graphml,30,41,7,3,89,52,1,7.0,7,0.0,Optimal,1,3370,3,36,0
52,fpss-outp-fps2,../inputs/case2737sop.graphml,2737,3266,655,1,10700,5676,3,1204.0,1204,0.0,Optimal,2038,2488499,20,31356,84
53,fpss-outp-fps1-fps3,../inputs/case6515rte.graphml,6515,8104,2344,5,17585,11950,0,1369.0,1369,0.0,Optimal,1553,8724806,28,168299,45
54,fpss-outp,../inputs/case13659pegase.graphml,13659,18625,4024,24,27372,17723,3,2721.0,2721,0.0,Optimal,1,1917254,15,386222,127
55,fpss-outp-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,35,17116,12981,0,2010.0,2010,0.0,Optimal,159,2078304,11,149285,129
56,fpss-outp-fps2,../inputs/case3375wp.graphml,3374,4068,889,2,10227,5452,3,947.0,948,0.0010548523206751054,Timeout,337697,900269971,36,63659,140
57,fpss-outp-fps3,../inputs/case2736sp.graphml,2736,3265,645,0,11170,6159,0,2096.0,2096,0.0,Optimal,1,188745,11,12174,99
58,fpss-outp-fps1-fps2-fps3,../inputs/case_Western.graphml,10024,12241,4106,3,32757,20697,3,2012.0,2021,0.004453240969816922,Timeout,40886,900488826,61,541179,23
59,fpss-outp-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,30,17481,12992,2,2010.0,2010,0.0,Optimal,200,2304112,19,169334,114
60,fpss-outp-fps1,../inputs/case13659pegase.graphml,13659,18625,4024,5,39374,21743,0,3317.0,3317,0.0,Optimal,1893,46017862,22,387319,40
61,fpss-outp-fps2,../inputs/case1888rte.graphml,1888,2308,681,7,4580,2820,2,377.0,377,0.0,Optimal,1,232605,11,10464,51
62,fpss-outp-fps1-fps3,../inputs/case1888rte.graphml,1888,2308,681,0,8651,5258,2,1244.0,1244,0.0,Optimal,2766,1080956,21,23613,45
63,fpss-outp-fps1-fps3,../inputs/case_ieee30.graphml,30,41,7,7,55,41,4,6.0,6,0.0,Optimal,1,959,3,37,0
64,fpss-outp,../inputs/case2737sop.graphml,2737,3266,655,7,4770,3406,2,683.0,683,0.0,Optimal,1,236170,10,11136,39
65,fpss-outp-fps3,../inputs/case6495rte.graphml,6495,8084,2344,8,15039,9672,2,1317.0,1317,0.0,Optimal,2863,7001282,21,122679,82
66,fpss-outp-fps3,../inputs/case6ww.graphml,6,11,1,3,19,9,0,2.0,2,0.0,Optimal,1,2530,1,6,0
67,fpss-outp-fps2-fps3,../inputs/case_Texas.graphml,2000,2667,376,11,3819,2508,3,412.0,412,0.0,Optimal,789,1540443,8,6395,9
68,fpss-outp-fps1-fps2-fps3,../inputs/case6468rte.graphml,6468,8065,2384,8,15018,12160,3,1294.0,1294,0.0,Optimal,2044,6267875,12,103860,11
69,fpss-outp,../inputs/case_iceland118.graphml,189,203,110,1,781,400,3,83.0,83,0.0,Optimal,1,10753,8,723,6
70,fpss-outp,../inputs/case_GB2224.graphml,2224,2804,1367,4,7905,3833,3,359.0,359,0.0,Optimal,1666,8271227,53,94537,322
71,fpss-outp-fps1-fps2,../inputs/case1951rte.graphml,1951,2375,651,11,4218,3322,0,393.0,393,0.0,Optimal,1,106907,7,7870,8
72,fpss-outp-fps1,../inputs/case_Texas.graphml,2000,2667,376,16,3689,2826,2,411.0,411,0.0,Optimal,6564,7926053,10,7662,3
73,fpss-outp-fps1-fps2,../inputs/case6470rte.graphml,6470,8066,2352,8,14978,11372,0,1306.0,1306,0.0,Optimal,4672,9977496,21,173838,36
74,fpss-outp-fps2-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,1,43753,20664,1,4316.0,4316,0.0,Optimal,4451,30318763,33,455378,454
75,fpss-outp-fps1-fps2,../inputs/case1354pegase.graphml,1354,1710,422,4,3689,2210,1,340.0,340,0.0,Optimal,68,354353,8,3583,1
76,fpss-outp-fps2-fps3,../inputs/case11_iwamoto.graphml,11,11,6,1,44,24,1,4.0,4,0.0,Optimal,1,701,2,30,1
77,fpss-outp,../inputs/case6ww.graphml,6,11,1,2,31,13,4,2.0,2,0.0,Optimal,1,897,1,3,0
78,fpss-outp-fps2,../inputs/case30.graphml,30,41,7,3,85,48,2,7.0,7,0.0,Optimal,1,1326,4,59,1
79,fpss-outp-fps2,../inputs/case300.graphml,300,409,66,2,1103,523,1,94.0,94,0.0,Optimal,319,188668,14,1635,10
80,fpss-outp,../inputs/case14.graphml,14,20,2,5,19,16,0,3.0,3,0.0,Optimal,1,2272,3,21,0
81,fpss-outp-fps1,../inputs/case2746wp.graphml,2746,3274,704,7,4866,3861,4,684.0,684,0.0,Optimal,1,182661,9,11268,7
82,fpss-outp-fps2,../inputs/case2868rte.graphml,2868,3471,983,13,6156,4126,2,598.0,598,0.0,Optimal,1,269367,13,28225,26
83,fpss-outp-fps3,../inputs/case_iceland118.graphml,189,203,110,0,869,498,4,96.0,96,0.0,Optimal,1,7339,6,807,29
84,fpss-outp-fps1-fps2-fps3,../inputs/case2737sop.graphml,2737,3266,655,8,4698,3850,4,683.0,683,0.0,Optimal,1,183373,9,11169,2
85,fpss-outp-fps3,../inputs/case_south_carolina500.graphml,500,584,211,14,1337,771,3,75.0,75,0.0,Optimal,1,14709,4,892,1
86,fpss-outp-fps1-fps3,../inputs/case2869pegase.graphml,2869,3968,869,4,8163,4943,2,662.0,662,0.0,Optimal,1908,10725504,16,25178,15
87,fpss-outp-fps2,../inputs/case_ieee30.graphml,30,41,7,5,68,43,1,6.0,6,0.0,Optimal,1,2876,4,50,0
88,fpss-outp-fps2-fps3,../inputs/case6515rte.graphml,6515,8104,2344,16,13941,10135,2,1315.0,1315,0.0,Optimal,194,1360921,17,145025,48
89,fpss-outp-fps1-fps2,../inputs/case3012wp.graphml,3012,3566,726,10,5092,4174,1,755.0,755,0.0,Optimal,1,148240,8,8816,3
90,fpss-outp-fps1,../inputs/case9241pegase.graphml,9241,14207,2902,15,18715,13725,3,2010.0,2010,0.0,Optimal,245,2800635,18,150145,30
91,fpss-outp-fps1-fps2-fps3,../inputs/case_iceland118.graphml,189,203,110,5,531,411,2,40.0,40,0.0,Optimal,1,13328,4,251,0
92,fpss-outp,../inputs/case13659pegase.graphml,13659,18625,4024,10,30875,17972,2,2817.0,2817,0.0,Optimal,3888,21778133,18,292668,129
93,fpss-outp-fps1,../inputs/case9241pegase.graphml,9241,14207,2902,28,17627,13675,4,2010.0,2010,0.0,Optimal,1,1921043,20,151712,32
94,fpss-outp-fps1,../inputs/case_Texas.graphml,2000,2667,376,5,4369,2907,1,462.0,462,0.0,Optimal,2003,17733289,16,12467,20
95,fpss-outp-fps1-fps3,../inputs/case2736sp.graphml,2736,3265,645,5,5187,3875,0,684.0,684,0.0,Optimal,1115,1500959,8,6667,2
96,fpss-outp-fps1-fps2,../inputs/case_Western.graphml,10024,12241,4106,6,24975,18522,2,1849.0,1849,0.0,Optimal,2211,73729337,23,223076,26
97,fpss-outp-fps1,../inputs/case89pegase.graphml,89,206,43,1,607,239,1,34.0,34,0.0,Optimal,1,8466,4,165,0
98,fpss-outp,../inputs/case_GB2224.graphml,2224,2804,1367,0,11890,5815,0,1019.0,1027,0.007789678675754625,Timeout,1186144,901055534,102,251535,2474
99,fpss-outp-fps1-fps2-fps3,../inputs/case57.graphml,57,78,15,4,124,82,2,12.0,12,0.0,Optimal,1,6282,5,84,0
100,fpss-outp-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,28,26959,46289,0,2721.0,2721,0.0,Optimal,1,1985537,11,242192,111
101,fpss-outp,../inputs/case_iceland118.graphml,189,203,110,4,546,312,1,41.0,41,0.0,Optimal,1,11878,4,301,1
102,fpss-outp-fps1-fps3,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3898,3,677.0,677,0.0,Optimal,1,153743,8,9796,3
103,fpss-outp-fps1,../inputs/case3120sp.graphml,3120,3684,798,8,5445,4390,1,768.0,768,0.0,Optimal,1,532163,11,16303,11
104,fpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,11,19547,12279,0,2010.0,2010,0.0,Optimal,3015,9959897,22,178060,163
105,fpss-outp-fps1-fps2-fps3,../inputs/case2736sp.graphml,2736,3265,645,0,11170,6559,3,2096.0,2096,0.0,Optimal,1,189671,7,12581,7
106,fpss-outp,../inputs/case2746wp.graphml,2746,3274,704,2,7969,4282,3,775.0,775,0.0,Optimal,3651,15811156,39,49703,110
107,fpss-outp,../inputs/case13659pegase.graphml,13659,18625,4024,32,26627,17696,3,2721.0,2721,0.0,Optimal,1,1524041,18,252703,141
108,fpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,11,19547,12279,1,2010.0,2010,0.0,Optimal,2388,9957753,21,192431,168
109,fpss-outp-fps1-fps3,../inputs/case6515rte.graphml,6515,8104,2344,10,14400,11507,3,1315.0,1315,0.0,Optimal,5122,11517608,16,117382,26
110,fpss-outp-fps1-fps2-fps3,../inputs/case6468rte.graphml,6468,8065,2384,1,27935,16423,1,2916.0,2916,0.0,Optimal,2506,11298307,14,164488,11
111,fpss-outp-fps2-fps3,../inputs/case2737sop.graphml,2737,3266,655,1,10700,5718,2,1204.0,1204,0.0,Optimal,2305,2326922,16,25285,83
112,fpss-outp-fps1-fps2-fps3,../inputs/case_Texas.graphml,2000,2667,376,6,4231,3006,3,444.0,444,0.0,Optimal,3169,8943787,16,11019,12
113,fpss-outp-fps1-fps2,../inputs/case_iceland118.graphml,189,203,110,5,531,401,3,40.0,40,0.0,Optimal,1,12183,5,303,0
114,fpss-outp-fps1-fps2,../inputs/case3375wp.graphml,3374,4068,889,9,6078,4988,0,816.0,816,0.0,Optimal,1,362867,9,15202,13
115,fpss-outp,../inputs/case_Western.graphml,10024,12241,4106,6,24975,14280,3,1849.0,1849,0.0,Optimal,2386,54682519,35,423964,182
116,fpss-outp-fps2,../inputs/case13659pegase.graphml,13659,18625,4024,11,30193,23058,2,2794.0,2794,0.0,Optimal,249,5226375,21,310736,132
117,fpss-outp-fps1-fps2,../inputs/case_Western.graphml,10024,12241,4106,17,23720,18372,3,1825.0,1825,0.0,Optimal,1778,30443855,16,148330,24
118,fpss-outp,../inputs/case300.graphml,300,409,66,3,851,437,1,81.0,81,0.0,Optimal,181,117023,10,1069,7
119,fpss-outp-fps1-fps2-fps3,../inputs/case2736sp.graphml,2736,3265,645,0,11170,6559,2,2096.0,2096,0.0,Optimal,1,185227,7,12516,7
120,fpss-outp-fps2,../inputs/case4gs.graphml,4,4,0,2,4,4,1,2.0,2,0.0,Optimal,1,400,1,1,0
121,fpss-outp-fps3,../inputs/case300.graphml,300,409,66,0,1324,692,4,236.0,236,0.0,Optimal,1,16742,8,1097,13
122,fpss-outp-fps1,../inputs/case13659pegase.graphml,13659,18625,4024,25,27147,20315,0,2721.0,2721,0.0,Optimal,1,1481063,13,201886,17
123,fpss-outp-fps3,../inputs/case5.graphml,5,6,0,1,17,10,4,3.0,3,0.0,Optimal,1,444,2,3,0
124,fpss-outp-fps1-fps2-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,4,7905,5992,3,359.0,359,0.0,Optimal,1585,6330549,22,30264,90
125,fpss-outp-fps2,../inputs/case_Texas.graphml,2000,2667,376,7,4133,2434,0,432.0,432,0.0,Optimal,3300,6802342,18,10483,22
126,fpss-outp-fps1-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,5,25568,15132,2,2038.0,2038,0.0,Optimal,1622,21985238,20,223529,23
127,fpss-outp-fps1-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,8,14978,12098,2,1306.0,1306,0.0,Optimal,3403,9071198,15,108744,11
128,fpss-outp-fps2,../inputs/case6515rte.graphml,6515,8104,2344,9,14680,9479,4,1316.0,1316,0.0,Optimal,737,3074761,22,152118,88
129,fpss-outp-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,0,29983,16568,2,4235.0,4235,0.0,Optimal,1956,5833370,52,596355,689
130,fpss-outp-fps1-fps2-fps3,../inputs/case3375wp.graphml,3374,4068,889,9,6078,5068,1,816.0,816,0.0,Optimal,1,427012,10,16124,11
131,fpss-outp,../inputs/case6515rte.graphml,6515,8104,2344,15,13957,8860,2,1315.0,1315,0.0,Optimal,10427,13751780,21,183819,109
132,fpss-outp-fps1-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,26,27069,48894,3,2721.0,2721,0.0,Optimal,1,2390425,10,221083,11
133,fpss-outp-fps2-fps3,../inputs/case1354pegase.graphml,1354,1710,422,11,2534,1919,0,311.0,311,0.0,Optimal,1,44580,5,1943,17
134,fpss-outp-fps3,../inputs/case_Texas.graphml,2000,2667,376,8,4045,2517,4,423.0,423,0.0,Optimal,2207,6202896,19,13905,15
135,fpss-outp-fps3,../inputs/case24_ieee_rts.graphml,24,34,4,0,105,58,0,20.0,20,0.0,Optimal,1,2539,2,30,0
136,fpss-outp-fps2-fps3,../inputs/case1354pegase.graphml,1354,1710,422,12,2534,1919,3,311.0,311,0.0,Optimal,1,40866,5,2006,17
137,fpss-outp-fps1-fps2-fps3,../inputs/case3120sp.graphml,3120,3684,798,3,7307,4823,4,794.0,794,0.0,Optimal,1845,7255236,17,18713,11
138,fpss-outp-fps2,../inputs/case2736sp.graphml,2736,3265,645,3,6506,3796,3,702.0,702,0.0,Optimal,2165,5002230,28,32627,89
139,fpss-outp-fps3,../inputs/case6515rte.graphml,6515,8104,2344,4,18880,10321,0,1432.0,1432,0.0,Optimal,1719,17300347,23,186923,140
140,fpss-outp,../inputs/case_Texas.graphml,2000,2667,376,7,4133,2420,2,432.0,432,0.0,Optimal,2870,6609025,17,11813,24
141,fpss-outp-fps2-fps3,../inputs/case_GB2224.graphml,2224,2804,1367,1,11195,5834,1,821.0,821,0.0,Optimal,1921,4711504,23,46781,407
142,fpss-outp-fps2,../inputs/case30.graphml,30,41,7,7,51,41,4,6.0,6,0.0,Optimal,1,961,3,37,0
143,fpss-outp-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,6,16457,10408,2,1325.0,1325,0.0,Optimal,1811,7572495,19,159914,101
144,fpss-outp-fps1-fps2-fps3,../inputs/case5.graphml,5,6,0,2,11,7,3,2.0,2,0.0,Optimal,1,368,1,1,0
145,fpss-outp-fps1,../inputs/case6515rte.graphml,6515,8104,2344,1,28016,15129,1,2973.0,2973,0.0,Optimal,1,1925018,23,259448,77
146,fpss-outp-fps3,../inputs/case145.graphml,145,422,71,2,1220,746,3,35.0,35,0.0,Optimal,2011,463416,30,3642,49
147,fpss-outp-fps1-fps2-fps3,../inputs/case6470rte.graphml,6470,8066,2352,11,14149,12012,4,1303.0,1303,0.0,Optimal,1,1359899,12,108028,13
148,fpss-outp-fps1-fps2-fps3,../inputs/case6495rte.graphml,6495,8084,2344,9,14634,12059,0,1315.0,1315,0.0,Optimal,3123,7925998,11,100014,14
149,fpss-outp,../inputs/case2868rte.graphml,2868,3471,983,1,11955,5621,3,1330.0,1330,0.0,Optimal,5279,5080035,14,34928,75
150,fpss-outp-fps1,../inputs/case9241pegase.graphml,9241,14207,2902,36,17008,13656,2,2010.0,2010,0.0,Optimal,1786,7320265,17,151488,34
151,fpss-outp-fps3,../inputs/case_iceland118.graphml,189,203,110,0,869,498,1,96.0,96,0.0,Optimal,1,7228,6,746,29
152,fpss-outp-fps2,../inputs/case_south_carolina500.graphml,500,584,211,12,1365,793,4,75.0,75,0.0,Optimal,1,17702,3,830,1
153,fpss-outp-fps1,../inputs/case_Texas.graphml,2000,2667,376,2,7359,3766,0,647.0,647,0.0,Optimal,83022,145631153,37,35028,40
154,fpss-outp-fps1,../inputs/case9241pegase.graphml,9241,14207,2902,18,18562,13716,2,2010.0,2010,0.0,Optimal,2801,9705290,19,124438,30
155,fpss-outp-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,23,18108,12706,0,2010.0,2010,0.0,Optimal,1,2144578,20,162635,136
156,fpss-outp-fps2-fps3,../inputs/case2736sp.graphml,2736,3265,645,7,4757,3467,3,682.0,682,0.0,Optimal,1,189826,9,7472,32
157,fpss-outp-fps1-fps2,../inputs/case11_iwamoto.graphml,11,11,6,1,44,29,0,4.0,4,0.0,Optimal,1,1936,1,8,0
158,fpss-outp-fps2,../inputs/case2848rte.graphml,2848,3442,1023,14,6099,4125,3,585.0,585,0.0,Optimal,1,214972,14,21983,29
159,fpss-outp-fps1,../inputs/case9241pegase.graphml,9241,14207,2902,16,18651,13721,4,2010.0,2010,0.0,Optimal,6392,22445380,16,147588,26
160,fpss-outp-fps1-fps2,../inputs/case145.graphml,145,422,71,18,528,598,2,18.0,18,0.0,Optimal,1,82767,13,741,14
161,fpss-outp-fps1-fps3,../inputs/case_south_carolina500.graphml,500,584,211,10,1365,1031,4,75.0,75,0.0,Optimal,1,17419,4,790,0
162,fpss-outp-fps1-fps2,../inputs/case2383wp.graphml,2383,2886,552,8,4143,3300,0,594.0,594,0.0,Optimal,1,103455,6,3780,2
163,fpss-outp-fps2,../inputs/case14.graphml,14,20,2,1,58,29,2,6.0,6,0.0,Optimal,1,679,3,15,0
164,fpss-outp-fps1-fps2,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,5232,2,323.0,323,0.0,Optimal,1698,2540707,18,27556,79
165,fpss-outp-fps2,../inputs/case_iceland118.graphml,189,203,110,4,546,318,4,41.0,41,0.0,Optimal,1,11749,4,298,2
166,fpss-outp-fps3,../inputs/case13659pegase.graphml,13659,18625,4024,32,26627,46278,1,2721.0,2721,0.0,Optimal,1,1668824,9,240780,110
167,fpss-outp-fps1-fps2-fps3,../inputs/case_ieee30.graphml,30,41,7,2,104,57,1,8.0,8,0.0,Optimal,1,2875,4,46,0
168,fpss-outp,../inputs/case2736sp.graphml,2736,3265,645,1,10685,5632,2,1204.0,1204,0.0,Optimal,1914,2295139,16,33649,85
169,fpss-outp-fps1-fps2,../inputs/case2736sp.graphml,2736,3265,645,1,10685,6032,4,1204.0,1204,0.0,Optimal,1,722199,9,14624,4
170,fpss-outp-fps1,../inputs/case118.graphml,118,179,11,7,175,136,1,29.0,29,0.0,Optimal,1,4466,5,125,0
171,fpss-outp-fps1-fps2,../inputs/case_Western.graphml,10024,12241,4106,13,23753,18374,4,1825.0,1825,0.0,Optimal,1908,21378350,22,232738,29
172,fpss-outp-fps1-fps2,../inputs/case_ieee30.graphml,30,41,7,4,73,48,4,6.0,6,0.0,Optimal,1,1479,3,39,0
173,fpss-outp-fps2,../inputs/case89pegase.graphml,89,206,43,15,209,140,0,13.0,13,0.0,Optimal,1,5004,5,173,1
174,fpss-outp-fps2-fps3,../inputs/case6515rte.graphml,6515,8104,2344,13,13986,10138,4,1315.0,1315,0.0,Optimal,637,1982274,15,57689,56
175,fpss-outp-fps1-fps2-fps3,../inputs/case6ww.graphml,6,11,1,2,31,13,3,2.0,2,0.0,Optimal,1,907,1,3,0
176,fpss-outp-fps1-fps3,../inputs/case6468rte.graphml,6468,8065,2384,7,15650,11689,3,1300.0,1300,0.0,Optimal,2014,7337283,18,111651,28
177,fpss-outp-fps1-fps3,../inputs/case6515rte.graphml,6515,8104,2344,11,14257,11494,1,1315.0,1315,0.0,Optimal,1229,4231302,18,118631,27
178,fpss-outp-fps3,../inputs/case3120sp.graphml,3120,3684,798,3,7307,4336,4,794.0,794,0.0,Optimal,1910,10380975,38,53303,116
179,fpss-outp-fps1-fps3,../inputs/case6470rte.graphml,6470,8066,2352,2,23615,13674,1,1901.0,1902,0.0005257623554153522,Timeout,145182,900391108,39,290748,46
180,fpss-outp,../inputs/case300.graphml,300,409,66,9,517,367,0,72.0,72,0.0,Optimal,1,10206,4,358,1
181,fpss-outp-fps2,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,3787,2,323.0,323,0.0,Optimal,1802,2251054,32,48299,198
182,fpss-outp-fps3,../inputs/case9241pegase.graphml,9241,14207,2902,5,25568,13622,3,2038.0,2038,0.0,Optimal,1630,23164285,29,319646,233
