,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
40,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,7,4207,6221,0,313.0,313,0.0,Optimal,1,244620,0,0,0
41,forts,../inputs/case96rts.graphml,73,108,9,4,103,6,4,19.0,19,0.0,Optimal,1,9726,18,1276,278
42,jovanovic,../inputs/case_south_carolina500.graphml,500,584,211,1,2744,7603,3,181.0,181,0.0,Optimal,1,158033,0,0,0
43,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,12,6121,22114,4,393.0,393,0.0,Optimal,1,1259986,0,0,0
44,brimkov,../inputs/case96rts.graphml,73,108,9,0,391,247,2,64.0,64,0.0,Optimal,1,7658,0,0,0
45,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,0,77073,166797,3,10121.0,10122,9.879470460383324e-05,Optimal,27155,710329593,0,0,0
46,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,11,20695,74885,4,1314.0,1314,0.0,Optimal,3851,80406702,0,0,0
47,jovanovic,../inputs/case2869pegase.graphml,2869,3968,869,14,8296,28824,3,612.0,612,0.0,Optimal,1,2156093,0,0,0
48,forts,../inputs/case9241pegase.graphml,9241,14207,2902,41,9241,0,1,2010.0,2010,0.0,Optimal,1601,4040804,27,472997,41103
49,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,8,8565,26409,0,768.0,768,0.0,Optimal,240,3325420,0,0,0
50,brimkov,../inputs/case39.graphml,39,46,10,5,110,143,2,9.0,9,0.0,Optimal,1,6724,0,0,0
51,forts,../inputs/case1951rte.graphml,1951,2375,651,2,4796,615,0,611.0,616,0.008116883116883116,Timeout,1205427,900960548,732,561262,8940
52,forts,../inputs/case145.graphml,145,422,71,11,444,19,3,18.0,18,0.0,Optimal,1,27463,13,5583,328
53,forts,../inputs/case6ww.graphml,6,11,1,3,16,2,3,2.0,2,0.0,Optimal,1,1620,11,243,22
54,forts,../inputs/case6515rte.graphml,6515,8104,2344,14,6546,2,3,1315.0,1315,0.0,Optimal,1010,1474848,14,323727,22622
55,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,2,8898,22724,0,616.0,616,0.0,Optimal,1982,10721448,0,0,0
56,forts,../inputs/case2868rte.graphml,2868,3471,983,9,3148,24,1,598.0,598,0.0,Optimal,1716,905285,36,112778,10148
57,brimkov,../inputs/case3120sp.graphml,3120,3684,798,0,15870,14186,3,2328.0,2328,0.0,Optimal,1,955005,0,0,0
58,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,0,54546,98650,3,6600.0,6600,0.0,Optimal,3398,25261121,0,0,0
59,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,37,26212,36593,2,2010.0,2010,0.0,Optimal,1,5178868,0,0,0
60,brimkov,../inputs/case57.graphml,57,78,15,4,181,176,2,12.0,12,0.0,Optimal,1,15332,0,0,0
61,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,10,6054,21577,0,375.0,375,0.0,Optimal,1,2224278,0,0,0
62,forts,../inputs/case_Texas.graphml,2000,2667,376,12,2082,6,3,411.0,411,0.0,Optimal,3194,2943580,115,121912,8873
63,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,18,41782,153213,3,2736.0,2736,0.0,Optimal,1767,159436784,0,0,0
64,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,2,8898,22724,2,616.0,616,0.0,Optimal,1982,10690737,0,0,0
65,forts,../inputs/case_GB2224.graphml,2224,2804,1367,2,5751,836,3,488.0,-1,100.0,Timeout,348884,900286271,406,1008379,14557
66,forts,../inputs/case1951rte.graphml,1951,2375,651,5,3179,162,4,417.0,417,0.0,Optimal,73267,23814282,121,113202,6709
67,brimkov,../inputs/case2868rte.graphml,2868,3471,983,4,11166,18534,3,655.0,655,0.0,Optimal,1535,10217517,0,0,0
68,forts,../inputs/case89pegase.graphml,89,206,43,6,324,21,2,13.0,13,0.0,Optimal,1,13853,14,2492,219
69,jovanovic,../inputs/case2848rte.graphml,2848,3442,1023,1,14731,34838,4,1297.0,1297,0.0,Optimal,1,7580717,0,0,0
70,brimkov,../inputs/case_Western.graphml,10024,12241,4106,8,34252,65533,0,1833.0,1833,0.0,Optimal,6500,178780207,0,0,0
71,jovanovic,../inputs/case3375wp.graphml,3374,4068,889,6,9884,30562,1,818.0,818,0.0,Optimal,1847,12950008,0,0,0
72,brimkov,../inputs/case2383wp.graphml,2383,2886,552,6,6789,9109,4,594.0,594,0.0,Optimal,1,1007587,0,0,0
73,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,17,27875,89476,4,2010.0,2010,0.0,Optimal,1719,59295110,0,0,0
74,brimkov,../inputs/case2868rte.graphml,2868,3471,983,6,10230,18361,1,607.0,607,0.0,Optimal,47,2790837,0,0,0
75,brimkov,../inputs/case145.graphml,145,422,71,18,673,2563,2,18.0,18,0.0,Optimal,1,82995,0,0,0
76,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,12,5950,21568,3,375.0,375,0.0,Optimal,1,1701260,0,0,0
77,forts,../inputs/case89pegase.graphml,89,206,43,5,348,25,3,14.0,14,0.0,Optimal,1,29204,31,3456,237
78,brimkov,../inputs/case_Texas.graphml,2000,2667,376,14,5705,11700,2,411.0,411,0.0,Optimal,6343,5307214,0,0,0
79,forts,../inputs/case2383wp.graphml,2383,2886,552,6,2700,42,0,594.0,594,0.0,Optimal,1604,708410,27,66959,9311
80,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,7,8613,26415,1,768.0,768,0.0,Optimal,222,3185710,0,0,0
81,forts,../inputs/case3120sp.graphml,3120,3684,798,4,4313,207,0,774.0,774,0.0,Optimal,3857,4505542,84,146763,11793
82,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,1,71541,161265,2,7465.0,7465,0.0,Optimal,1997,360204768,0,0,0
83,brimkov,../inputs/case89pegase.graphml,89,206,43,10,455,605,0,13.0,13,0.0,Optimal,1,33349,0,0,0
84,forts,../inputs/case2848rte.graphml,2848,3442,1023,13,2876,2,2,585.0,585,0.0,Optimal,383,293861,18,102157,9853
85,forts,../inputs/case2868rte.graphml,2868,3471,983,12,2926,4,2,598.0,598,0.0,Optimal,479,318558,15,102810,10145
86,brimkov,../inputs/case13659pegase.graphml,13659,18625,4024,18,41782,79419,0,2736.0,2736,0.0,Optimal,1,5673571,0,0,0
87,brimkov,../inputs/case2848rte.graphml,2848,3442,1023,1,14731,19531,4,1297.0,1297,0.0,Optimal,4502,11705246,0,0,0
88,brimkov,../inputs/case_Western.graphml,10024,12241,4106,11,33875,65494,0,1825.0,1825,0.0,Optimal,6742,164914450,0,0,0
89,forts,../inputs/case3120sp.graphml,3120,3684,798,1,9923,2555,3,1333.0,1362,0.021292217327459617,Timeout,284749,900439565,1117,2315605,21525
90,jovanovic,../inputs/case96rts.graphml,73,108,9,5,175,545,4,19.0,19,0.0,Optimal,1,7947,0,0,0
91,jovanovic,../inputs/case2746wp.graphml,2746,3274,704,6,7773,23401,4,685.0,685,0.0,Optimal,53,2520692,0,0,0
92,brimkov,../inputs/case_Western.graphml,10024,12241,4106,2,50569,69979,1,2327.0,2333,0.002571795970852979,Timeout,12322,900713303,0,0,0
93,jovanovic,../inputs/case6515rte.graphml,6515,8104,2344,6,23068,75496,2,1338.0,1338,0.0,Optimal,6394,187452467,0,0,0
94,forts,../inputs/case9241pegase.graphml,9241,14207,2902,29,9861,18,3,2010.0,2010,0.0,Optimal,1559,4129688,23,410991,34340
95,jovanovic,../inputs/case145.graphml,145,422,71,3,1287,4048,3,27.0,27,0.0,Optimal,2533,2896520,0,0,0
96,brimkov,../inputs/case6470rte.graphml,6470,8066,2352,10,20773,39279,4,1303.0,1303,0.0,Optimal,1677,4525425,0,0,0
97,jovanovic,../inputs/case2736sp.graphml,2736,3265,645,5,7923,23187,1,684.0,684,0.0,Optimal,2510,8750673,0,0,0
98,jovanovic,../inputs/case5.graphml,5,6,0,2,16,29,4,2.0,2,0.0,Optimal,1,557,0,0,0
99,brimkov,../inputs/case1888rte.graphml,1888,2308,681,6,6755,11487,0,382.0,382,0.0,Optimal,1,1345244,0,0,0
100,jovanovic,../inputs/case39.graphml,39,46,10,5,110,333,2,9.0,9,0.0,Optimal,1,5471,0,0,0
101,forts,../inputs/case_GB2224.graphml,2224,2804,1367,0,7832,2224,1,818.0,-1,100.0,Timeout,155226,900159428,116,1943419,29127
102,forts,../inputs/case9241pegase.graphml,9241,14207,2902,24,10338,36,3,2010.0,2010,0.0,Optimal,1576,3713912,22,410254,34372
103,forts,../inputs/case11_iwamoto.graphml,11,11,6,1,29,7,1,4.0,4,0.0,Optimal,3,5431,14,380,29
104,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,37,26212,36593,4,2010.0,2010,0.0,Optimal,1,5185749,0,0,0
105,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,4,5043,6367,4,340.0,340,0.0,Optimal,957,1412829,0,0,0
106,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,12,5950,21568,0,375.0,375,0.0,Optimal,1,1721138,0,0,0
107,brimkov,../inputs/case_Western.graphml,10024,12241,4106,9,34099,65516,3,1830.0,1830,0.0,Optimal,9036,238308991,0,0,0
108,forts,../inputs/case2868rte.graphml,2868,3471,983,12,2926,4,1,598.0,598,0.0,Optimal,496,363481,23,106763,10238
109,brimkov,../inputs/case_GB2224.graphml,2224,2804,1367,11,8557,18564,0,322.0,322,0.0,Optimal,6892,6925571,0,0,0
110,brimkov,../inputs/case_Texas.graphml,2000,2667,376,7,6133,11743,3,432.0,432,0.0,Optimal,7053,19348266,0,0,0
111,forts,../inputs/case13659pegase.graphml,13659,18625,4024,26,14564,28,2,2721.0,2721,0.0,Optimal,1868,5475517,19,763616,52203
112,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,14,33777,121354,0,1823.0,1825,0.001095890410958904,Timeout,10621,900331689,0,0,0
113,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,36,39940,153141,0,2721.0,2721,0.0,Optimal,1750,114547856,0,0,0
114,brimkov,../inputs/case2869pegase.graphml,2869,3968,869,10,8530,13316,4,612.0,612,0.0,Optimal,1,463317,0,0,0
115,jovanovic,../inputs/case_ieee30.graphml,30,41,7,3,119,299,0,7.0,7,0.0,Optimal,1,9316,0,0,0
116,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,14,33777,121354,1,1823.0,1825,0.001095890410958904,Timeout,10622,900377707,0,0,0
117,forts,../inputs/case89pegase.graphml,89,206,43,14,119,2,2,13.0,13,0.0,Optimal,1,3865,11,1925,222
118,jovanovic,../inputs/case3375wp.graphml,3374,4068,889,8,9524,30513,1,816.0,816,0.0,Optimal,1496,9798658,0,0,0
119,forts,../inputs/case9241pegase.graphml,9241,14207,2902,29,9861,18,4,2010.0,2010,0.0,Optimal,1658,4519845,24,415333,34422
120,jovanovic,../inputs/case33bw.graphml,33,32,1,3,67,165,3,11.0,11,0.0,Optimal,0,815,0,0,0
121,jovanovic,../inputs/case_iceland118.graphml,189,203,110,6,690,2258,3,39.0,39,0.0,Optimal,1,57414,0,0,0
122,brimkov,../inputs/case1951rte.graphml,1951,2375,651,11,6169,11773,4,393.0,393,0.0,Optimal,1,570378,0,0,0
123,brimkov,../inputs/case1888rte.graphml,1888,2308,681,5,7079,11541,0,393.0,393,0.0,Optimal,2613,5765025,0,0,0
124,jovanovic,../inputs/case6468rte.graphml,6468,8065,2384,3,26665,75680,4,1544.0,1544,0.0,Optimal,3826,225757592,0,0,0
125,forts,../inputs/case_illinois200.graphml,200,245,44,1,618,128,0,95.0,97,0.020618556701030927,Timeout,3301521,902056417,849,154946,2577
126,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,10,8104,25146,0,755.0,755,0.0,Optimal,62,3342623,0,0,0
127,jovanovic,../inputs/case6515rte.graphml,6515,8104,2344,1,34531,79569,1,2973.0,2973,0.0,Optimal,2212,81361902,0,0,0
128,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,14,6068,22110,0,393.0,393,0.0,Optimal,1,2005778,0,0,0
129,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,6,34999,121502,3,1846.0,1850,0.002162162162162162,Timeout,9784,900371697,0,0,0
130,jovanovic,../inputs/case_iceland118.graphml,189,203,110,2,886,2312,1,52.0,52,0.0,Optimal,1,73580,0,0,0
131,forts,../inputs/case6495rte.graphml,6495,8084,2344,7,8289,193,0,1322.0,1322,0.0,Optimal,2709,6300468,89,334063,21432
132,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,6,6957,22217,0,406.0,406,0.0,Optimal,161,2923907,0,0,0
133,brimkov,../inputs/case_Western.graphml,10024,12241,4106,3,42781,67383,4,2012.0,2021,0.004453240969816922,Timeout,10936,900540213,0,0,0
134,forts,../inputs/case13659pegase.graphml,13659,18625,4024,34,13954,8,4,2721.0,2721,0.0,Optimal,2114,6779520,17,771553,52398
135,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,7,9810,33602,0,600.0,600,0.0,Optimal,3126,17110625,0,0,0
136,brimkov,../inputs/case145.graphml,145,422,71,2,1365,2661,1,35.0,35,0.0,Optimal,2371,1182972,0,0,0
137,jovanovic,../inputs/case9.graphml,9,9,4,3,28,79,0,2.0,2,0.0,Optimal,1,4514,0,0,0
138,brimkov,../inputs/case57.graphml,57,78,15,6,154,171,0,12.0,12,0.0,Optimal,1,6057,0,0,0
139,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,10,8104,25146,4,755.0,755,0.0,Optimal,62,3321330,0,0,0
140,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,5,7079,21720,1,393.0,393,0.0,Optimal,2170,9859917,0,0,0
141,brimkov,../inputs/case3012wp.graphml,3012,3566,726,2,11618,11348,3,863.0,863,0.0,Optimal,4585,44334279,0,0,0
142,forts,../inputs/case_Texas.graphml,2000,2667,376,16,2000,0,1,411.0,411,0.0,Optimal,3671,3038042,30,105559,10216
143,brimkov,../inputs/case145.graphml,145,422,71,17,709,2565,3,18.0,18,0.0,Optimal,1,234650,0,0,0
144,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,2,13113,34427,2,882.0,882,0.0,Optimal,1569,27019197,0,0,0
145,brimkov,../inputs/case1951rte.graphml,1951,2375,651,0,10803,13715,2,1332.0,1332,0.0,Optimal,2065,5870156,0,0,0
146,jovanovic,../inputs/case300.graphml,300,409,66,4,983,2657,1,76.0,76,0.0,Optimal,1,78990,0,0,0
147,forts,../inputs/case2848rte.graphml,2848,3442,1023,7,3676,91,3,587.0,587,0.0,Optimal,1849,1281158,34,108240,9452
148,forts,../inputs/case13659pegase.graphml,13659,18625,4024,38,13739,2,1,2721.0,2721,0.0,Optimal,3171,9510107,26,790623,52495
149,brimkov,../inputs/case39.graphml,39,46,10,2,169,161,4,10.0,10,0.0,Optimal,1,14386,0,0,0
150,forts,../inputs/case145.graphml,145,422,71,11,444,19,1,18.0,18,0.0,Optimal,1,26952,12,5772,328
151,forts,../inputs/case14.graphml,14,20,2,1,53,13,2,6.0,6,0.0,Optimal,1,1001,9,201,39
152,jovanovic,../inputs/case_GB2224.graphml,2224,2804,1367,2,12033,33709,3,518.0,518,0.0,Optimal,29005,546394216,0,0,0
153,jovanovic,../inputs/case2746wp.graphml,2746,3274,704,8,7548,23370,3,684.0,684,0.0,Optimal,1,2330467,0,0,0
154,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,2,11618,26074,3,863.0,863,0.0,Optimal,5800,66503894,0,0,0
155,jovanovic,../inputs/case145.graphml,145,422,71,17,709,3978,4,18.0,18,0.0,Optimal,1,206033,0,0,0
156,brimkov,../inputs/case30.graphml,30,41,7,2,130,127,0,8.0,8,0.0,Optimal,1,8591,0,0,0
157,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,19,27746,36651,0,2010.0,2010,0.0,Optimal,1,7774823,0,0,0
158,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,27,26924,36615,0,2010.0,2010,0.0,Optimal,1,5638843,0,0,0
159,brimkov,../inputs/case_Western.graphml,10024,12241,4106,6,34999,65634,4,1848.0,1849,0.0005408328826392645,Timeout,38104,900286117,0,0,0
160,forts,../inputs/case118.graphml,118,179,11,1,469,111,2,56.0,56,0.0,Optimal,4438,188552,30,3646,416
161,forts,../inputs/case1951rte.graphml,1951,2375,651,15,1951,0,1,393.0,393,0.0,Optimal,94,142175,15,73414,8267
162,forts,../inputs/case300.graphml,300,409,66,3,645,71,3,81.0,81,0.0,Optimal,5259,443366,40,8728,1030
163,forts,../inputs/case9.graphml,9,9,4,3,9,0,2,2.0,2,0.0,Optimal,1,769,9,184,31
164,forts,../inputs/case57.graphml,57,78,15,2,148,24,3,14.0,14,0.0,Optimal,60,25143,22,1540,178
165,forts,../inputs/case2868rte.graphml,2868,3471,983,10,3088,18,4,598.0,598,0.0,Optimal,1938,1010564,32,107626,9959
166,forts,../inputs/case3375wp.graphml,3374,4068,889,2,7576,1075,2,936.0,974,0.039014373716632446,Timeout,188361,900299033,1576,2702122,22497
167,forts,../inputs/case6515rte.graphml,6515,8104,2344,8,7659,111,4,1319.0,1319,0.0,Optimal,5331,7406065,174,457474,22188
168,jovanovic,../inputs/case89pegase.graphml,89,206,43,1,696,1365,1,34.0,34,0.0,Optimal,1,37267,0,0,0
169,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,9,6263,22127,4,396.0,396,0.0,Optimal,1,1558833,0,0,0
170,forts,../inputs/case9241pegase.graphml,9241,14207,2902,15,11065,72,1,2010.0,2010,0.0,Optimal,1643,4119821,34,418588,34255
171,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,2,45216,93209,3,2695.0,2701,0.0022213994816734544,Timeout,27229,900783696,0,0,0
172,forts,../inputs/case1354pegase.graphml,1354,1710,422,8,1608,25,3,311.0,311,0.0,Optimal,1707,195418,24,32915,4842
173,jovanovic,../inputs/case57.graphml,57,78,15,2,245,490,1,14.0,14,0.0,Optimal,1,14017,0,0,0
174,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,11,28788,36727,0,2010.0,2010,0.0,Optimal,67,6104188,0,0,0
175,brimkov,../inputs/case2746wop.graphml,2746,3300,709,5,8123,10064,4,681.0,681,0.0,Optimal,449,1753572,0,0,0
176,forts,../inputs/case_illinois200.graphml,200,245,44,6,250,6,3,42.0,42,0.0,Optimal,1693,81878,30,6808,840
177,forts,../inputs/case14.graphml,14,20,2,0,54,14,1,12.0,12,0.0,Optimal,1,1501,8,313,63
178,brimkov,../inputs/case2737sop.graphml,2737,3266,655,5,7937,9829,3,685.0,685,0.0,Optimal,463,1831408,0,0,0
179,forts,../inputs/case_GB2224.graphml,2224,2804,1367,10,2352,11,4,322.0,322,0.0,Optimal,1686,781806,42,114028,6004
180,forts,../inputs/case_south_carolina500.graphml,500,584,211,14,500,0,0,75.0,75,0.0,Optimal,55,47976,16,21195,1939
181,brimkov,../inputs/case6515rte.graphml,6515,8104,2344,12,20592,39839,2,1315.0,1315,0.0,Optimal,1275,3446647,0,0,0
182,forts,../inputs/case24_ieee_rts.graphml,24,34,4,4,34,2,1,6.0,6,0.0,Optimal,1,6541,12,428,92
183,forts,../inputs/case3375wp.graphml,3374,4068,889,7,3635,30,0,816.0,816,0.0,Optimal,1740,1358386,45,121168,13239
184,forts,../inputs/case_illinois200.graphml,200,245,44,2,508,73,0,67.0,68,0.014705882352941176,Timeout,735040,900031907,2802,369816,4546
185,forts,../inputs/case2868rte.graphml,2868,3471,983,11,3022,12,4,598.0,598,0.0,Optimal,1951,633420,23,107026,10051
186,forts,../inputs/case33bw.graphml,33,32,1,3,33,0,1,11.0,11,0.0,Optimal,1,994,7,455,192
187,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,28,40618,153162,0,2721.0,2721,0.0,Optimal,1666,119755546,0,0,0
188,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,6,6755,21666,2,382.0,382,0.0,Optimal,112,2663152,0,0,0
189,brimkov,../inputs/case89pegase.graphml,89,206,43,10,455,605,2,13.0,13,0.0,Optimal,1,30539,0,0,0
190,jovanovic,../inputs/case145.graphml,145,422,71,17,709,3978,1,18.0,18,0.0,Optimal,1,208588,0,0,0
191,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,15,6053,22109,3,393.0,393,0.0,Optimal,1,2111733,0,0,0
192,forts,../inputs/case300.graphml,300,409,66,1,1049,231,0,141.0,141,0.0,Optimal,1835,753124,60,13873,1071
193,jovanovic,../inputs/case6ww.graphml,6,11,1,4,25,52,3,1.0,1,0.0,Optimal,1,2158,0,0,0
194,jovanovic,../inputs/case1354pegase.graphml,1354,1710,422,3,5427,13417,2,379.0,379,0.0,Optimal,14767,14826198,0,0,0
195,forts,../inputs/case2746wop.graphml,2746,3300,709,0,9346,2746,0,1963.0,-1,100.0,Timeout,178219,900189786,399,2058913,35824
196,jovanovic,../inputs/case2737sop.graphml,2737,3266,655,1,13437,25418,0,1204.0,1204,0.0,Optimal,520,4004900,0,0,0
197,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,13,20425,74863,0,1314.0,1314,0.0,Optimal,5434,95633279,0,0,0
198,forts,../inputs/case3012wp.graphml,3012,3566,726,4,4155,200,0,762.0,762,0.0,Optimal,4046,5497771,131,163772,11726
199,jovanovic,../inputs/case_GB2224.graphml,2224,2804,1367,4,10129,33115,0,359.0,359,0.0,Optimal,1965,60318257,0,0,0
200,brimkov,../inputs/case2746wop.graphml,2746,3300,709,7,7642,9988,4,677.0,677,0.0,Optimal,1,1592960,0,0,0
201,forts,../inputs/case3012wp.graphml,3012,3566,726,6,3291,37,3,756.0,756,0.0,Optimal,1499,1057951,38,102742,11891
202,jovanovic,../inputs/case33bw.graphml,33,32,1,0,131,198,1,32.0,32,0.0,Optimal,0,851,0,0,0
203,forts,../inputs/case9241pegase.graphml,9241,14207,2902,14,11185,80,4,2010.0,2010,0.0,Optimal,1550,4420974,28,430617,34123
204,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,9,6084,21580,4,375.0,375,0.0,Optimal,1,1702056,0,0,0
