,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
53,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,4,5912,4373,4,683.0,683,0.0,Optimal,2273,2659836,49,62033,1120
54,efpss-inp,../inputs/case14.graphml,14,20,2,4,24,20,4,3.0,3,0.0,Optimal,1,550,2,11,0
55,efpss,../inputs/case89pegase.graphml,89,206,43,12,307,96,2,13.0,13,0.0,Optimal,1,9569,15,923,92
56,efpss-inp,../inputs/case_iceland118.graphml,189,203,110,5,531,355,2,40.0,40,0.0,Optimal,1,32171,19,1561,135
57,efpss-inp,../inputs/case2737sop.graphml,2737,3266,655,3,6519,4489,3,705.0,705,0.0,Optimal,2005,8831868,77,99231,1439
58,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,4,7548,6316,4,829.0,829,0.0,Optimal,1832,5084894,27,43256,88
59,efpss,../inputs/case3120sp.graphml,3120,3684,798,2,8951,4058,3,881.0,881,0.0,Optimal,10429,38451457,83,150088,2436
60,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,2,7860,5591,4,779.0,779,0.0,Optimal,3588,21446417,46,67569,108
61,efpss,../inputs/case30.graphml,30,41,7,7,51,30,2,6.0,6,0.0,Optimal,1,1021,3,60,1
62,efpss-inp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2146,2,311.0,311,0.0,Optimal,1,147481,16,6468,357
63,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,8198,1,2063.0,2063,0.0,Optimal,1,386725,21,30160,205
64,efpss-inp-outp,../inputs/case_illinois200.graphml,200,245,44,8,405,377,4,39.0,39,0.0,Optimal,1,4591,3,197,0
65,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,13,18961,12232,3,2010.0,2010,0.0,Optimal,1443,6385201,24,140802,158
66,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,7,6942,5943,2,600.0,600,0.0,Optimal,1,650037,17,32778,35
67,efpss-inp,../inputs/case4gs.graphml,4,4,0,2,4,4,2,2.0,2,0.0,Optimal,1,290,1,1,0
68,efpss-inp-outp,../inputs/case89pegase.graphml,89,206,43,0,621,293,4,47.0,47,0.0,Optimal,1,3858,8,378,8
69,efpss,../inputs/case_GBreduced29.graphml,29,50,0,6,29,29,3,7.0,7,0.0,Optimal,1,693,2,20,0
70,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,12,14008,13249,4,1314.0,1314,0.0,Optimal,1,960837,17,125055,57
71,efpss-outp,../inputs/case14.graphml,14,20,2,1,58,29,4,6.0,6,0.0,Optimal,1,950,3,21,0
72,efpss,../inputs/case_illinois200.graphml,200,245,44,9,405,202,2,39.0,39,0.0,Optimal,1,17028,13,1622,221
73,efpss,../inputs/case2868rte.graphml,2868,3471,983,9,6391,2892,4,598.0,598,0.0,Optimal,2579,1791305,25,46648,3043
74,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,8,4483,3301,1,397.0,397,0.0,Optimal,2798,1297163,54,45522,987
75,efpss,../inputs/case_Texas.graphml,2000,2667,376,0,9023,4000,2,1624.0,1624,0.0,Optimal,4666,3719856,84,112462,6063
76,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,1081,0,98.0,98,0.0,Optimal,1533,1035529,53,20723,1027
77,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,0,11387,6923,3,2041.0,2041,0.0,Optimal,2643,1852417,37,71068,2749
78,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,43,4,6.0,6,0.0,Optimal,1,1285,4,27,0
79,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,8,4832,4891,4,677.0,677,0.0,Optimal,1,164108,12,12471,43
80,efpss,../inputs/case1354pegase.graphml,1354,1710,422,3,4073,1634,0,379.0,379,0.0,Optimal,1630,1380341,50,33783,1337
81,efpss-inp-outp,../inputs/case118.graphml,118,179,11,9,158,162,1,29.0,29,0.0,Optimal,1,2501,4,129,1
82,efpss-outp,../inputs/case30.graphml,30,41,7,1,130,64,2,13.0,13,0.0,Optimal,1,1651,4,64,1
83,efpss,../inputs/case89pegase.graphml,89,206,43,9,386,103,2,13.0,13,0.0,Optimal,1,15758,17,1117,105
84,efpss-inp,../inputs/case145.graphml,145,422,71,10,805,283,0,18.0,18,0.0,Optimal,55,85212,21,2207,124
85,efpss,../inputs/case3012wp.graphml,3012,3566,726,4,6235,3212,1,762.0,762,0.0,Optimal,1575,5133617,54,79451,2308
86,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2568,2,311.0,311,0.0,Optimal,1,49070,6,3410,20
87,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,4284,0,323.0,323,0.0,Optimal,1619,3629001,73,124190,2332
88,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,9,14680,11000,0,1316.0,1316,0.0,Optimal,1934,6391928,98,402089,2959
89,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,4,5710,3502,0,441.0,441,0.0,Optimal,1618,2685217,66,72920,1472
90,efpss-inp,../inputs/case_ieee30.graphml,30,41,7,3,89,54,4,7.0,7,0.0,Optimal,1,3787,7,186,12
91,efpss,../inputs/case2868rte.graphml,2868,3471,983,10,6331,2886,1,598.0,598,0.0,Optimal,3550,2347377,28,46974,3049
92,efpss-inp-outp,../inputs/case1888rte.graphml,1888,2308,681,11,4122,3860,3,375.0,375,0.0,Optimal,1,105264,7,5391,29
93,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,27,17683,12167,1,2010.0,2010,0.0,Optimal,155,2460684,16,165764,149
94,efpss-outp,../inputs/case3375wp.graphml,3374,4068,889,2,10227,5338,0,947.0,948,0.0010548523206751054,Timeout,410733,900204725,43,70007,154
95,efpss,../inputs/case2868rte.graphml,2868,3471,983,11,6265,2880,0,598.0,598,0.0,Optimal,783,825227,19,32969,2985
96,efpss,../inputs/case6470rte.graphml,6470,8066,2352,12,13945,6477,0,1303.0,1303,0.0,Optimal,3242,6368239,25,129303,5759
97,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,1,8085,4448,0,926.0,926,0.0,Optimal,3019,3682483,59,63043,1971
98,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,7,4770,4773,3,683.0,683,0.0,Optimal,1,197871,13,12523,42
99,efpss-inp-outp,../inputs/case11_iwamoto.graphml,11,11,6,1,44,35,0,4.0,4,0.0,Optimal,1,2067,2,42,1
100,efpss-inp,../inputs/case6495rte.graphml,6495,8084,2344,5,17545,11379,3,1364.0,1364,0.0,Optimal,2175,12711932,80,361332,3722
101,efpss,../inputs/case_ieee30.graphml,30,41,7,0,137,60,0,23.0,23,0.0,Optimal,2,16778,18,910,66
102,efpss-inp-outp,../inputs/case5.graphml,5,6,0,2,11,7,0,2.0,2,0.0,Optimal,1,1592,1,3,0
103,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,32,17354,14082,4,2010.0,2010,0.0,Optimal,1675,7726730,40,576098,2069
104,efpss-outp,../inputs/case57.graphml,57,78,15,6,97,72,1,12.0,12,0.0,Optimal,1,2161,6,106,1
105,efpss-inp,../inputs/case6470rte.graphml,6470,8066,2352,12,13945,10843,0,1303.0,1303,0.0,Optimal,4820,8651583,34,271552,2558
106,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,2,7969,4282,1,775.0,775,0.0,Optimal,1776,6677439,28,33244,100
107,efpss-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,6607,0,2063.0,2063,0.0,Optimal,1,404254,18,22174,226
108,efpss-outp,../inputs/case145.graphml,145,422,71,17,564,222,3,18.0,18,0.0,Optimal,1,39943,11,865,21
109,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,2,7969,4282,0,775.0,775,0.0,Optimal,1718,8041278,33,40309,107
110,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,3,6696,5278,2,698.0,698,0.0,Optimal,3300,7866143,23,26444,97
111,efpss-inp-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,10255,6785,2,862.0,862,0.0,Optimal,2028,5017153,23,48065,126
112,efpss-outp,../inputs/case1951rte.graphml,1951,2375,651,3,6134,2946,2,499.0,499,0.0,Optimal,1851,2109620,16,16988,43
113,efpss-inp,../inputs/case2848rte.graphml,2848,3442,1023,14,6099,4828,0,585.0,585,0.0,Optimal,109,491352,23,34562,1198
114,efpss-inp,../inputs/case145.graphml,145,422,71,19,471,260,4,18.0,18,0.0,Optimal,1,30898,17,1221,86
115,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,10,19987,17147,0,2010.0,2010,0.0,Optimal,2435,9712273,21,176747,155
116,efpss-outp,../inputs/case89pegase.graphml,89,206,43,3,509,166,0,17.0,17,0.0,Optimal,1,21326,9,437,6
117,efpss-inp-outp,../inputs/case_GB2224.graphml,2224,2804,1367,5,7530,5780,1,338.0,338,0.0,Optimal,1541,3541265,44,82542,259
118,efpss-inp-outp,../inputs/case300.graphml,300,409,66,2,1103,659,0,94.0,94,0.0,Optimal,1,111653,10,953,7
119,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,10,6058,6063,0,816.0,816,0.0,Optimal,1,476589,14,13372,67
120,efpss-inp,../inputs/case300.graphml,300,409,66,6,577,447,1,74.0,74,0.0,Optimal,1,25593,10,1029,67
121,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,9,20657,14312,4,2010.0,2010,0.0,Optimal,1638,10723047,41,431033,2295
122,efpss,../inputs/case4gs.graphml,4,4,0,0,12,8,3,4.0,4,0.0,Optimal,0,213,1,1,0
123,efpss,../inputs/case6495rte.graphml,6495,8084,2344,2,23667,8727,0,1917.0,1919,0.0010422094841063053,Timeout,203925,900391866,111,873072,8229
124,efpss-inp-outp,../inputs/case4gs.graphml,4,4,0,2,4,4,0,2.0,2,0.0,Optimal,1,1610,1,3,0
125,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,6,16507,13550,4,1335.0,1335,0.0,Optimal,2082,7270116,23,205939,100
126,efpss,../inputs/case_GBreduced29.graphml,29,50,0,3,80,40,4,8.0,8,0.0,Optimal,1,1644,2,19,0
127,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,13,5469,4465,4,612.0,612,0.0,Optimal,170,457289,19,23147,714
128,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,4,47,40,1,6.0,6,0.0,Optimal,1,1322,4,33,0
129,efpss,../inputs/case_GBreduced29.graphml,29,50,0,6,29,29,0,7.0,7,0.0,Optimal,1,2097,2,19,0
130,efpss-outp,../inputs/case30.graphml,30,41,7,3,85,44,1,7.0,7,0.0,Optimal,1,1387,4,101,2
131,efpss-outp,../inputs/case1888rte.graphml,1888,2308,681,5,5191,2723,3,393.0,393,0.0,Optimal,175,491244,19,20025,70
132,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,5,7788,6074,4,620.0,620,0.0,Optimal,3203,4025585,21,34166,51
133,efpss-outp,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3455,0,677.0,677,0.0,Optimal,1,184450,12,7905,36
134,efpss-outp,../inputs/case96rts.graphml,73,108,9,4,132,88,0,19.0,19,0.0,Optimal,1,5866,8,121,0
135,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,28,17627,14091,1,2010.0,2010,0.0,Optimal,1744,7685807,31,322577,2016
136,efpss-inp-outp,../inputs/case2736sp.graphml,2736,3265,645,7,4757,4756,0,682.0,682,0.0,Optimal,1,230060,11,7967,32
137,efpss,../inputs/case_ieee30.graphml,30,41,7,1,134,57,3,12.0,12,0.0,Optimal,1,5373,13,352,31
138,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,2,35975,17869,2,2694.0,2703,0.003329633740288568,Timeout,93496,900807026,132,1352165,5590
139,efpss-inp,../inputs/case39.graphml,39,46,10,3,88,68,4,9.0,9,0.0,Optimal,7,10331,12,301,20
140,efpss,../inputs/case2869pegase.graphml,2869,3968,869,9,5871,2911,0,612.0,612,0.0,Optimal,2535,1899991,29,38147,1737
141,efpss,../inputs/case6470rte.graphml,6470,8066,2352,4,18765,7207,3,1419.0,1419,0.0,Optimal,6872,39425351,94,734453,8448
142,efpss-inp,../inputs/case_Western.graphml,10024,12241,4106,5,26049,19155,2,1871.0,1873,0.0010678056593699946,Timeout,99506,900256255,176,2682126,11051
143,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,15,18715,17043,3,2010.0,2010,0.0,Optimal,179,2936621,19,121133,137
144,efpss-inp,../inputs/case3375wp.graphml,3374,4068,889,2,10227,6246,3,947.0,948,0.0010548523206751054,Timeout,331347,900209439,95,204175,2417
145,efpss,../inputs/case2868rte.graphml,2868,3471,983,15,6127,2869,4,598.0,598,0.0,Optimal,31,334155,14,31258,2940
146,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,18482,4,6600.0,6600,0.0,Optimal,9439,25713597,62,494133,15594
147,efpss-outp,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,33,3,6.0,6,0.0,Optimal,1,1143,4,28,0
148,efpss-outp,../inputs/case145.graphml,145,422,71,14,629,226,0,18.0,18,0.0,Optimal,1,82050,12,959,29
149,efpss,../inputs/case_GB2224.graphml,2224,2804,1367,5,7530,2391,3,338.0,338,0.0,Optimal,2093,4079255,63,150078,4801
150,efpss-outp,../inputs/case2736sp.graphml,2736,3265,645,8,4685,3386,3,682.0,682,0.0,Optimal,1,137110,9,10033,38
151,efpss-inp,../inputs/case39.graphml,39,46,10,1,154,94,0,16.0,16,0.0,Optimal,1,10731,11,348,24
152,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,14,1337,996,2,75.0,75,0.0,Optimal,29,109365,19,5261,540
153,efpss-inp-outp,../inputs/case1951rte.graphml,1951,2375,651,9,4312,3933,2,396.0,396,0.0,Optimal,1,171333,17,12941,26
154,efpss,../inputs/case2848rte.graphml,2848,3442,1023,8,6567,2894,0,586.0,586,0.0,Optimal,2931,2487006,48,72351,3073
155,efpss-inp-outp,../inputs/case_Texas.graphml,2000,2667,376,12,3771,3432,1,411.0,411,0.0,Optimal,12676,8010136,12,7553,12
156,efpss,../inputs/case1888rte.graphml,1888,2308,681,2,6862,2514,1,570.0,570,0.0,Optimal,2969,5177362,66,82822,2314
157,efpss-outp,../inputs/case33bw.graphml,33,32,1,0,98,67,0,32.0,32,0.0,Optimal,0,2005,2,20,0
158,efpss-outp,../inputs/case_Texas.graphml,2000,2667,376,15,3705,2377,0,411.0,411,0.0,Optimal,3564,6500066,12,9623,14
159,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,13,6296,4247,4,322.0,322,0.0,Optimal,1579,2630326,58,81223,2012
160,efpss-inp,../inputs/case14.graphml,14,20,2,3,40,24,0,3.0,3,0.0,Optimal,1,2632,4,43,1
161,efpss-outp,../inputs/case33bw.graphml,33,32,1,2,43,37,1,11.0,11,0.0,Optimal,1,971,2,23,0
162,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,4,3689,2735,4,340.0,340,0.0,Optimal,1,471269,12,6770,35
163,efpss-inp-outp,../inputs/case11_iwamoto.graphml,11,11,6,2,36,31,0,2.0,2,0.0,Optimal,1,2036,3,19,0
164,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,11,19547,9377,2,2010.0,2010,0.0,Optimal,1678,7799568,44,473469,1974
165,efpss-inp-outp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,1292,1,98.0,98,0.0,Optimal,7963,1454890,14,3717,9
166,efpss-inp-outp,../inputs/case2746wp.graphml,2746,3274,704,3,6631,5254,3,706.0,706,0.0,Optimal,1883,4330892,25,33123,74
167,efpss-inp,../inputs/case118.graphml,118,179,11,3,340,187,0,31.0,31,0.0,Optimal,1,32171,11,569,23
168,efpss,../inputs/case1951rte.graphml,1951,2375,651,0,8852,3902,0,1332.0,1332,0.0,Optimal,2710,3344818,59,89459,5753
169,efpss-outp,../inputs/case6468rte.graphml,6468,8065,2384,7,15650,9040,3,1300.0,1300,0.0,Optimal,6141,14633618,17,177453,120
170,efpss-inp,../inputs/case300.graphml,300,409,66,3,851,509,2,81.0,81,0.0,Optimal,3543,339194,29,3629,118
171,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,4,18880,11674,3,1432.0,1432,0.0,Optimal,3729,29573466,84,499874,4752
172,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,19,18505,12203,1,2010.0,2010,0.0,Optimal,2495,7933963,19,222385,139
173,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,2,10245,6768,0,882.0,882,0.0,Optimal,2042,5419544,26,52876,92
174,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,23310,2,6600.0,6600,0.0,Optimal,7605,24224026,71,952530,10084
175,efpss-inp,../inputs/case89pegase.graphml,89,206,43,13,281,166,4,13.0,13,0.0,Optimal,1,11545,12,582,42
176,efpss-outp,../inputs/case3012wp.graphml,3012,3566,726,9,5102,3739,3,755.0,755,0.0,Optimal,1,270120,15,17078,60
177,efpss,../inputs/case2868rte.graphml,2868,3471,983,7,6942,2958,2,600.0,600,0.0,Optimal,1677,1851777,52,83896,3335
178,efpss-inp,../inputs/case145.graphml,145,422,71,10,805,283,4,18.0,18,0.0,Optimal,236,117308,24,2694,153
179,efpss,../inputs/case9241pegase.graphml,9241,14207,2902,9,20657,9484,2,2010.0,2010,0.0,Optimal,1702,11528858,36,459350,3478
180,efpss-inp-outp,../inputs/case_GBreduced29.graphml,29,50,0,5,35,30,4,7.0,7,0.0,Optimal,1,815,2,17,0
181,efpss,../inputs/case1888rte.graphml,1888,2308,681,3,5983,2221,2,465.0,465,0.0,Optimal,1886,3959271,71,87811,2659
182,efpss-outp,../inputs/case3012wp.graphml,3012,3566,726,2,8606,4666,3,863.0,863,0.0,Optimal,2739,14962801,38,51249,111
183,efpss-outp,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3455,1,677.0,677,0.0,Optimal,1,180814,12,8794,36
184,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,13,6156,5856,0,598.0,598,0.0,Optimal,1,166767,11,25308,23
185,efpss-inp,../inputs/case2868rte.graphml,2868,3471,983,5,7788,5091,4,620.0,620,0.0,Optimal,1569,3830701,81,139303,1926
186,efpss-inp,../inputs/case6470rte.graphml,6470,8066,2352,14,13866,10837,3,1303.0,1303,0.0,Optimal,8605,14199812,26,135609,2394
187,efpss-inp-outp,../inputs/case300.graphml,300,409,66,8,526,506,0,72.0,72,0.0,Optimal,1,11672,6,589,1
188,efpss-outp,../inputs/case_iceland118.graphml,189,203,110,8,463,299,4,39.0,39,0.0,Optimal,1,5086,3,222,3
189,efpss-inp-outp,../inputs/case30.graphml,30,41,7,5,64,52,4,6.0,6,0.0,Optimal,1,1212,4,43,0
190,efpss-inp,../inputs/case_illinois200.graphml,200,245,44,5,464,342,2,45.0,45,0.0,Optimal,8437,303624,34,2941,177
191,efpss-inp-outp,../inputs/case39.graphml,39,46,10,5,71,74,1,9.0,9,0.0,Optimal,1,1686,3,42,0
192,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,6,7362,6003,1,607.0,607,0.0,Optimal,1053,1651922,15,31203,40
193,efpss-inp-outp,../inputs/case6ww.graphml,6,11,1,2,31,16,4,2.0,2,0.0,Optimal,1,802,1,3,0
194,efpss-inp,../inputs/case1354pegase.graphml,1354,1710,422,10,2567,2135,3,311.0,311,0.0,Optimal,1,109835,17,6971,312
195,efpss,../inputs/case2746wop.graphml,2746,3300,709,9,4787,2746,0,677.0,677,0.0,Optimal,2245,1424416,26,30930,2635
196,efpss-outp,../inputs/case3375wp.graphml,3374,4068,889,7,6286,4293,3,816.0,816,0.0,Optimal,391,999002,14,20701,71
197,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,2,10723,5646,3,903.0,904,0.0011061946902654867,Timeout,465890,900349382,88,166092,2149
